862533029921 [-0.446317 -0.864796]'  [0.547049 1.04437]'  [0.0229509 0.0156335]'  [0.0410298 0.0279484]' 
862534030341 [-0.44582 -0.863802]'  [0.496915 0.993829]'  [0.0730853 0.0661706]'  [0.130656 0.118294]' 
862535030161 [-0.445323 -0.862758]'  [0.497213 1.04415]'  [0.0727871 0.0158529]'  [0.130123 0.0283405]' 
862536029381 [-0.444776 -0.861763]'  [0.547263 0.995023]'  [0.0227374 0.0649771]'  [0.0406481 0.116161]' 
862537031031 [-0.444229 -0.860769]'  [0.545935 0.992609]'  [0.024065 0.067391]'  [0.0430215 0.120476]' 
862538030461 [-0.443732 -0.859874]'  [0.497407 0.895332]'  [0.0725931 0.164668]'  [0.129776 0.294379]' 
862539030251 [-0.443235 -0.85893]'  [0.497228 0.944733]'  [0.0727722 0.115267]'  [0.130096 0.206065]' 
862540113711 [-0.442688 -0.857836]'  [0.504712 1.00942]'  [0.0652876 0.0505751]'  [0.116716 0.0904141]' 
862541035350 [-0.442241 -0.856941]'  [0.485452 0.970903]'  [0.0845485 0.0890969]'  [0.151149 0.15928]' 
862542030070 [-0.441744 -0.855947]'  [0.499762 0.999524]'  [0.0702379 0.0604757]'  [0.125566 0.108114]' 
862543029920 [-0.441296 -0.855003]'  [0.447478 0.944676]'  [0.122522 0.115324]'  [0.219035 0.206167]' 
862544029230 [-0.440799 -0.854008]'  [0.497467 0.994933]'  [0.0725333 0.0650667]'  [0.129669 0.116321]' 
862545030010 [-0.440302 -0.853064]'  [0.496736 0.943798]'  [0.0732641 0.116202]'  [0.130976 0.207736]' 
862546030220 [-0.439755 -0.85207]'  [0.546721 0.994038]'  [0.0232791 0.0659619]'  [0.0416164 0.117921]' 
862547029860 [-0.439258 -0.851075]'  [0.497302 0.994605]'  [0.0726976 0.0653951]'  [0.129963 0.116908]' 
862548030070 [-0.438761 -0.849982]'  [0.497019 1.09344]'  [0.072981 -0.0334419]'  [0.130469 -0.0597846]' 
862549030130 [-0.438165 -0.848938]'  [0.596512 1.0439]'  [-0.0265123 0.0161035]'  [-0.0473965 0.0287885]' 
862550113560 [-0.437618 -0.847894]'  [0.504726 0.963569]'  [0.0652736 0.0964314]'  [0.116691 0.172392]' 
862551035289 [-0.437121 -0.846999]'  [0.539338 0.970808]'  [0.0306621 0.0891917]'  [0.0548152 0.15945]' 
862552029799 [-0.436574 -0.846005]'  [0.549854 0.999735]'  [0.0201456 0.0602646]'  [0.0360146 0.107736]' 
862553030249 [-0.436077 -0.84501]'  [0.4969 0.9938]'  [0.0731002 0.0662004]'  [0.130683 0.118348]' 
862554029109 [-0.43553 -0.844016]'  [0.54746 0.995382]'  [0.0225402 0.0646185]'  [0.0402954 0.11552]' 
862555029709 [-0.435033 -0.843022]'  [0.496825 0.993651]'  [0.0731747 0.0663494]'  [0.130816 0.118614]' 
862556030399 [-0.434536 -0.842028]'  [0.496781 0.993561]'  [0.0732194 0.0664388]'  [0.130896 0.118774]' 
862557029919 [-0.434038 -0.841083]'  [0.497362 0.944988]'  [0.0726379 0.115012]'  [0.129856 0.205609]' 
862558029769 [-0.433541 -0.840089]'  [0.497198 0.994396]'  [0.072802 0.065604]'  [0.13015 0.117282]' 
862559030609 [-0.433044 -0.839095]'  [0.496706 0.993412]'  [0.0732938 0.0665877]'  [0.131029 0.11904]' 
862560113469 [-0.432497 -0.837951]'  [0.504992 1.05589]'  [0.0650079 0.00410743]'  [0.116216 0.00734293]' 
862561035138 [-0.4321 -0.837007]'  [0.431498 1.02481]'  [0.138502 0.0351912]'  [0.247602 0.062912]' 
862562029768 [-0.431603 -0.836012]'  [0.499807 0.999615]'  [0.0701926 0.0603853]'  [0.125485 0.107952]' 
862563030578 [-0.431105 -0.835068]'  [0.496721 0.94377]'  [0.0732789 0.11623]'  [0.131002 0.207787]' 
862564030098 [-0.430608 -0.834123]'  [0.497362 0.944988]'  [0.0726379 0.115012]'  [0.129856 0.205609]' 
862565030128 [-0.430111 -0.833079]'  [0.497108 1.04393]'  [0.0728915 0.0160722]'  [0.13031 0.0287325]' 
862566030608 [-0.429664 -0.832085]'  [0.447196 0.99377]'  [0.122804 0.0662302]'  [0.219538 0.118401]' 
862567030488 [-0.429167 -0.831041]'  [0.497183 1.04408]'  [0.0728169 0.0159156]'  [0.130176 0.0284525]' 
862568029738 [-0.428719 -0.829997]'  [0.447747 1.04474]'  [0.122253 0.0152573]'  [0.218554 0.0272758]' 
862569030458 [-0.428272 -0.829053]'  [0.447089 0.943855]'  [0.122911 0.116145]'  [0.21973 0.207635]' 
862570113258 [-0.427675 -0.828108]'  [0.550931 0.872307]'  [0.019069 0.187693]'  [0.03409 0.335542]' 
862571034897 [-0.427228 -0.827213]'  [0.485452 0.970903]'  [0.0845485 0.0890969]'  [0.151149 0.15928]' 
862572029737 [-0.426681 -0.826269]'  [0.549672 0.949434]'  [0.0203279 0.110566]'  [0.0363407 0.197662]' 
862573030037 [-0.426184 -0.825225]'  [0.496974 1.04365]'  [0.0730257 0.0163539]'  [0.130549 0.0292363]' 
862574030067 [-0.425637 -0.824231]'  [0.546819 0.994217]'  [0.0231807 0.065783]'  [0.0414405 0.117602]' 
862575029917 [-0.42509 -0.823286]'  [0.546918 0.944676]'  [0.0230822 0.115324]'  [0.0412645 0.206167]' 
862576030397 [-0.424543 -0.822342]'  [0.546573 0.944081]'  [0.0234266 0.115919]'  [0.0418802 0.20723]' 
862577030607 [-0.424046 -0.821397]'  [0.497019 0.944336]'  [0.072981 0.115664]'  [0.130469 0.206774]' 
862578030097 [-0.423549 -0.820403]'  [0.497377 0.994754]'  [0.0726229 0.0652459]'  [0.129829 0.116641]' 
862579031417 [-0.423002 -0.819409]'  [0.546115 0.992936]'  [0.0238851 0.0670639]'  [0.0426999 0.119891]' 
862580113407 [-0.422505 -0.818265]'  [0.459453 1.05674]'  [0.110547 0.00325841]'  [0.197627 0.00582513]' 
862581035736 [-0.422058 -0.817321]'  [0.485088 1.02408]'  [0.0849116 0.0359246]'  [0.151798 0.064223]' 
862582030006 [-0.421511 -0.816376]'  [0.549987 0.949978]'  [0.0200128 0.110022]'  [0.0357773 0.196689]' 
862583030156 [-0.421014 -0.815481]'  [0.497049 0.894688]'  [0.0729512 0.165312]'  [0.130416 0.295531]' 
862584029556 [-0.420467 -0.814537]'  [0.547164 0.945102]'  [0.022836 0.114898]'  [0.0408243 0.205406]' 
862585030366 [-0.41997 -0.813542]'  [0.496721 0.993442]'  [0.0732789 0.0665579]'  [0.131002 0.118987]' 
862586030186 [-0.419423 -0.812449]'  [0.546934 1.09387]'  [0.0230658 -0.0338684]'  [0.0412352 -0.0605471]' 
862587029886 [-0.418876 -0.811455]'  [0.547 0.994545]'  [0.0230002 0.0654548]'  [0.0411178 0.117015]' 
862588030066 [-0.418379 -0.81046]'  [0.497034 0.994068]'  [0.0729661 0.0659321]'  [0.130443 0.117868]' 
862589029886 [-0.417882 -0.809516]'  [0.497213 0.944705]'  [0.0727871 0.115295]'  [0.130123 0.206116]' 
862590114006 [-0.417335 -0.808472]'  [0.504405 0.962955]'  [0.0655948 0.0970447]'  [0.117265 0.173489]' 
862591034835 [-0.416888 -0.807577]'  [0.485879 0.971757]'  [0.0841214 0.0882429]'  [0.150385 0.157753]' 
862592030185 [-0.41644 -0.806583]'  [0.449501 0.998892]'  [0.120499 0.0611083]'  [0.215418 0.109245]' 
862593029915 [-0.415993 -0.805539]'  [0.447532 1.04424]'  [0.122468 0.0157589]'  [0.218938 0.0281725]' 
862594029135 [-0.415496 -0.804495]'  [0.497511 1.04477]'  [0.0724885 0.0152259]'  [0.129589 0.0272197]' 
862595029825 [-0.414999 -0.80355]'  [0.496781 0.943883]'  [0.0732194 0.116117]'  [0.130896 0.207584]' 
862596029915 [-0.414452 -0.802655]'  [0.546787 0.894742]'  [0.0232135 0.165258]'  [0.0414991 0.295436]' 
862597029615 [-0.413955 -0.801661]'  [0.497273 0.994545]'  [0.0727274 0.0654548]'  [0.130016 0.117015]' 
862598029705 [-0.413458 -0.800667]'  [0.497079 0.994157]'  [0.0729213 0.0658427]'  [0.130363 0.117708]' 
862599030485 [-0.412911 -0.799573]'  [0.54641 1.09282]'  [0.0235905 -0.0328191]'  [0.0421731 -0.0586713]' 
862600113795 [-0.412314 -0.79848]'  [0.550672 1.00956]'  [0.0193284 0.0504353]'  [0.0345537 0.0901642]' 
862601038014 [-0.411817 -0.797585]'  [0.537885 0.968193]'  [0.0321151 0.0918073]'  [0.0574128 0.164126]' 
862602029914 [-0.41132 -0.79664]'  [0.501183 0.952248]'  [0.068817 0.107752]'  [0.123025 0.192631]' 
862603029914 [-0.410823 -0.795646]'  [0.497123 0.994247]'  [0.0728766 0.0657532]'  [0.130283 0.117548]' 
862604029524 [-0.410276 -0.794652]'  [0.547049 0.994635]'  [0.0229509 0.0653653]'  [0.0410298 0.116855]' 
862605031264 [-0.409829 -0.793658]'  [0.446634 0.99252]'  [0.123366 0.0674802]'  [0.220544 0.120636]' 
862606030184 [-0.409331 -0.792614]'  [0.497661 1.04509]'  [0.0723391 0.0149122]'  [0.129322 0.0266587]' 
862607030574 [-0.408785 -0.79157]'  [0.546623 1.04355]'  [0.0233774 0.0164478]'  [0.0417923 0.0294041]' 
862608024394 [-0.408287 -0.790625]'  [0.500215 0.950408]'  [0.0697853 0.109592]'  [0.124756 0.19592]' 
862609033784 [-0.407741 -0.789681]'  [0.541749 0.935748]'  [0.0282513 0.124252]'  [0.0505053 0.222128]' 
862610114064 [-0.407194 -0.788587]'  [0.506198 1.0124]'  [0.0638018 0.0476037]'  [0.11406 0.085102]' 
862611035103 [-0.406697 -0.787692]'  [0.539742 0.971536]'  [0.030258 0.0884645]'  [0.0540928 0.15815]' 
862612030273 [-0.4061 -0.786648]'  [0.599443 1.04903]'  [-0.0294434 0.0109741]'  [-0.0526365 0.0196185]' 
862613030183 [-0.405603 -0.785604]'  [0.497168 1.04405]'  [0.0728319 0.0159469]'  [0.130203 0.0285085]' 
862614029913 [-0.405056 -0.78461]'  [0.546983 0.994515]'  [0.0230166 0.0654847]'  [0.0411472 0.117068]' 
862615029943 [-0.404559 -0.783715]'  [0.497108 0.894795]'  [0.0728915 0.165205]'  [0.13031 0.29534]' 
862616030453 [-0.404012 -0.782721]'  [0.546557 0.99374]'  [0.023443 0.06626]'  [0.0419095 0.118454]' 
862617030033 [-0.403515 -0.781677]'  [0.497332 1.0444]'  [0.0726677 0.0156022]'  [0.129909 0.0278924]' 
862618030363 [-0.403068 -0.780583]'  [0.447263 1.09331]'  [0.122737 -0.0333107]'  [0.219418 -0.0595501]' 
862619030303 [-0.402521 -0.779539]'  [0.546869 1.04402]'  [0.0231314 0.0159782]'  [0.0413525 0.0285645]' 
862620113643 [-0.401974 -0.778446]'  [0.504768 1.00954]'  [0.0652317 0.0504633]'  [0.116616 0.0902142]' 
862621035252 [-0.401527 -0.777551]'  [0.485467 0.970935]'  [0.0845327 0.0890653]'  [0.151121 0.159224]' 
862622029852 [-0.401029 -0.776556]'  [0.499822 0.999645]'  [0.0701776 0.0603551]'  [0.125458 0.107898]' 
862623030452 [-0.400532 -0.775562]'  [0.496825 0.993651]'  [0.0731747 0.0663494]'  [0.130816 0.118614]' 
862624029792 [-0.399985 -0.774568]'  [0.547197 0.994903]'  [0.0228031 0.0650966]'  [0.0407655 0.116374]' 
862625030092 [-0.399488 -0.773524]'  [0.496974 1.04365]'  [0.0730257 0.0163539]'  [0.130549 0.0292363]' 
862626029222 [-0.398991 -0.77248]'  [0.497556 1.04487]'  [0.0724437 0.0151318]'  [0.129509 0.0270514]' 
862627029642 [-0.398494 -0.771536]'  [0.496915 0.944138]'  [0.0730853 0.115862]'  [0.130656 0.207129]' 
862628029732 [-0.397997 -0.770641]'  [0.497079 0.894742]'  [0.0729213 0.165258]'  [0.130363 0.295436]' 
862629030242 [-0.3975 -0.769646]'  [0.49687 0.99374]'  [0.07313 0.06626]'  [0.130736 0.118454]' 
862630112952 [-0.396953 -0.768553]'  [0.505062 1.01012]'  [0.0649379 0.0498759]'  [0.116091 0.089164]' 
862631034381 [-0.396555 -0.767509]'  [0.431611 1.13298]'  [0.138389 -0.0729784]'  [0.247401 -0.130465]' 
862632029641 [-0.396009 -0.766465]'  [0.54944 1.04893]'  [0.0205599 0.0110689]'  [0.0367553 0.0197881]' 
862633030211 [-0.395511 -0.765471]'  [0.49684 0.99368]'  [0.0731598 0.0663196]'  [0.130789 0.118561]' 
862634029161 [-0.394965 -0.764576]'  [0.547411 0.895763]'  [0.0225895 0.164237]'  [0.0403836 0.29361]' 
862635029881 [-0.394418 -0.763582]'  [0.546442 0.993531]'  [0.0235577 0.0664685]'  [0.0421145 0.118827]' 
862636029941 [-0.393871 -0.762637]'  [0.546803 0.944478]'  [0.0231971 0.115522]'  [0.0414698 0.206521]' 
862637029701 [-0.393324 -0.761643]'  [0.546967 0.994485]'  [0.023033 0.0655145]'  [0.0411765 0.117122]' 
862638029911 [-0.392777 -0.760649]'  [0.546721 0.994038]'  [0.0232791 0.0659619]'  [0.0416164 0.117921]' 
862639029701 [-0.39223 -0.759654]'  [0.546951 0.994456]'  [0.0230494 0.0655444]'  [0.0412058 0.117175]' 
862640113881 [-0.391684 -0.75861]'  [0.504377 0.962902]'  [0.0656227 0.0970979]'  [0.117315 0.173584]' 
862641033300 [-0.391236 -0.757715]'  [0.486624 0.973247]'  [0.0833763 0.0867526]'  [0.149053 0.155089]' 
862642029520 [-0.390739 -0.756672]'  [0.49901 1.04792]'  [0.0709903 0.0120797]'  [0.126911 0.0215951]' 
862643030090 [-0.390292 -0.755727]'  [0.447156 0.943996]'  [0.122844 0.116004]'  [0.21961 0.207382]' 
862644029910 [-0.389794 -0.754633]'  [0.497213 1.09387]'  [0.0727871 -0.0338684]'  [0.130123 -0.0605471]' 
862645029820 [-0.389248 -0.753589]'  [0.546885 1.04405]'  [0.023115 0.0159469]'  [0.0413232 0.0285085]' 
862646029550 [-0.388751 -0.752645]'  [0.497258 0.94479]'  [0.0727423 0.11521]'  [0.130043 0.205964]' 
862647029610 [-0.388204 -0.75175]'  [0.546803 0.894768]'  [0.0231971 0.165232]'  [0.0414698 0.295388]' 
862648029370 [-0.387707 -0.750805]'  [0.497243 0.944761]'  [0.0727573 0.115239]'  [0.13007 0.206015]' 
862649029610 [-0.38716 -0.749811]'  [0.546705 0.994008]'  [0.0232955 0.0659918]'  [0.0416457 0.117975]' 
862650113010 [-0.386613 -0.748668]'  [0.50474 1.05537]'  [0.0652596 0.00463372]'  [0.116666 0.00828379]' 
862651033629 [-0.386116 -0.747723]'  [0.539988 1.02598]'  [0.0300118 0.0340224]'  [0.0536526 0.0608225]' 
862652028409 [-0.385569 -0.746729]'  [0.549705 0.999464]'  [0.0202948 0.060536]'  [0.0362814 0.108221]' 
862653029549 [-0.385022 -0.745785]'  [0.546213 0.943459]'  [0.0237869 0.116541]'  [0.0425244 0.208343]' 
862654029039 [-0.384525 -0.74484]'  [0.497377 0.945016]'  [0.0726229 0.114984]'  [0.129829 0.205558]' 
862655029099 [-0.383978 -0.743895]'  [0.546803 0.944478]'  [0.0231971 0.115522]'  [0.0414698 0.206521]' 
862656028799 [-0.383431 -0.742901]'  [0.547 0.994545]'  [0.0230002 0.0654548]'  [0.0411178 0.117015]' 
862657029099 [-0.382884 -0.741907]'  [0.546672 0.993949]'  [0.0233283 0.0660514]'  [0.0417044 0.118081]' 
862658029249 [-0.382288 -0.740913]'  [0.596459 0.994098]'  [-0.0264586 0.0659023]'  [-0.0473006 0.117815]' 
862659029849 [-0.381791 -0.739918]'  [0.496825 0.993651]'  [0.0731747 0.0663494]'  [0.130816 0.118614]' 
862660114239 [-0.381194 -0.738974]'  [0.550123 0.871028]'  [0.0198768 0.188972]'  [0.0355341 0.337828]' 
862661035098 [-0.380647 -0.738079]'  [0.593832 0.971725]'  [-0.0238322 0.0882745]'  [-0.0426053 0.15781]' 
862662029308 [-0.38015 -0.737085]'  [0.500019 1.00004]'  [0.0699815 0.059963]'  [0.125107 0.107197]' 
862663029218 [-0.379653 -0.736041]'  [0.497168 1.04405]'  [0.0728319 0.0159469]'  [0.130203 0.0285085]' 
862664028918 [-0.379156 -0.735047]'  [0.497273 0.994545]'  [0.0727274 0.0654548]'  [0.130016 0.117015]' 
862665029968 [-0.378659 -0.734052]'  [0.496602 0.993204]'  [0.073398 0.0667961]'  [0.131215 0.119413]' 
862666029788 [-0.378162 -0.733108]'  [0.497213 0.944705]'  [0.0727871 0.115295]'  [0.130123 0.206116]' 
862667029728 [-0.377714 -0.732114]'  [0.447438 0.994306]'  [0.122562 0.0656935]'  [0.219107 0.117442]' 
862668029098 [-0.377217 -0.731119]'  [0.497437 0.994874]'  [0.0725632 0.0651264]'  [0.129723 0.116428]' 
862669028888 [-0.37672 -0.730125]'  [0.497228 0.994456]'  [0.0727722 0.0655444]'  [0.130096 0.117175]' 
862670112498 [-0.376074 -0.729031]'  [0.596396 1.00929]'  [-0.0263958 0.0507148]'  [-0.0471882 0.0906639]' 
862671034377 [-0.375577 -0.728087]'  [0.53925 1.02458]'  [0.0307498 0.0354247]'  [0.054972 0.0633294]' 
862672029667 [-0.37503 -0.727142]'  [0.549424 0.949004]'  [0.0205765 0.110996]'  [0.0367849 0.198429]' 
862673029937 [-0.374433 -0.726198]'  [0.596387 0.94428]'  [-0.0263871 0.11572]'  [-0.0471726 0.206876]' 
862674029817 [-0.373887 -0.725204]'  [0.546901 0.994366]'  [0.0230986 0.0656339]'  [0.0412938 0.117335]' 
862675029727 [-0.373389 -0.724209]'  [0.497168 0.994336]'  [0.0728319 0.0656637]'  [0.130203 0.117388]' 
862676029577 [-0.372892 -0.723116]'  [0.497198 1.09384]'  [0.072802 -0.0338356]'  [0.13015 -0.0604885]' 
862677030147 [-0.372395 -0.722121]'  [0.49684 0.99368]'  [0.0731598 0.0663196]'  [0.130789 0.118561]' 
862678029937 [-0.371898 -0.721077]'  [0.497228 1.04418]'  [0.0727722 0.0158216]'  [0.130096 0.0282845]' 
862679030747 [-0.371451 -0.720133]'  [0.447049 0.94377]'  [0.122951 0.11623]'  [0.219802 0.207787]' 
862680113877 [-0.370953 -0.719039]'  [0.458969 1.00973]'  [0.111031 0.0502676]'  [0.198492 0.0898643]' 
862681035186 [-0.370456 -0.718144]'  [0.539584 0.971251]'  [0.0304162 0.0887492]'  [0.0543756 0.158659]' 
862682029636 [-0.36991 -0.717051]'  [0.549888 1.09978]'  [0.0201124 -0.0397752]'  [0.0359553 -0.0711069]' 
862683030056 [-0.369313 -0.716057]'  [0.596298 0.993829]'  [-0.0262976 0.0661706]'  [-0.0470128 0.118294]' 
862684029876 [-0.368766 -0.715062]'  [0.546934 0.994426]'  [0.0230658 0.0655742]'  [0.0412352 0.117228]' 
862685029966 [-0.36817 -0.714118]'  [0.596494 0.944449]'  [-0.0264944 0.115551]'  [-0.0473645 0.206572]' 
862686029906 [-0.367623 -0.713124]'  [0.546869 0.994306]'  [0.0231314 0.0656935]'  [0.0413525 0.117442]' 
862687030206 [-0.367076 -0.712179]'  [0.546672 0.944251]'  [0.0233283 0.115749]'  [0.0417044 0.206926]' 
862688029126 [-0.366529 -0.711185]'  [0.547427 0.995322]'  [0.022573 0.0646782]'  [0.0403542 0.115626]' 
862689029636 [-0.366032 -0.71019]'  [0.49687 0.99374]'  [0.07313 0.06626]'  [0.130736 0.118454]' 
862690113666 [-0.365535 -0.709097]'  [0.458588 1.00889]'  [0.111412 0.0511059]'  [0.199173 0.0913629]' 
862691035095 [-0.365137 -0.708202]'  [0.431611 0.971124]'  [0.138389 0.0888757]'  [0.247401 0.158885]' 
862692029755 [-0.36464 -0.707257]'  [0.499792 0.949605]'  [0.0702077 0.110395]'  [0.125512 0.197355]' 
862693030595 [-0.364093 -0.706263]'  [0.546377 0.993412]'  [0.0236232 0.0665877]'  [0.0422317 0.11904]' 
862694029665 [-0.363596 -0.705219]'  [0.497586 1.04493]'  [0.0724138 0.0150691]'  [0.129456 0.0269393]' 
862695030295 [-0.363049 -0.704076]'  [0.546491 1.14266]'  [0.0235085 -0.0826639]'  [0.0420267 -0.14778]' 
862696029545 [-0.362502 -0.703032]'  [0.547246 1.04474]'  [0.0227538 0.0152573]'  [0.0406774 0.0272758]' 
862697030445 [-0.361856 -0.702038]'  [0.645679 0.993353]'  [-0.0756793 0.0666472]'  [-0.135293 0.119146]' 
862698030085 [-0.361309 -0.701193]'  [0.547033 0.845414]'  [0.0229673 0.214586]'  [0.0410591 0.383619]' 
862699029725 [-0.360762 -0.700248]'  [0.547033 0.944875]'  [0.0229673 0.115125]'  [0.0410591 0.205812]' 
862700113185 [-0.360166 -0.699254]'  [0.550595 0.917659]'  [0.0194046 0.142341]'  [0.03469 0.254466]' 
862701036174 [-0.359669 -0.698309]'  [0.538602 1.02334]'  [0.0313983 0.0366569]'  [0.0561314 0.0655321]' 
862702029514 [-0.359172 -0.697315]'  [0.500456 1.00091]'  [0.0695436 0.0590871]'  [0.124324 0.105631]' 
862703029994 [-0.358774 -0.696221]'  [0.397508 1.09315]'  [0.172492 -0.0331468]'  [0.308367 -0.0592571]' 
862704028794 [-0.358327 -0.695227]'  [0.447949 0.995441]'  [0.122051 0.0645587]'  [0.218194 0.115413]' 
862705029874 [-0.357829 -0.694183]'  [0.496587 1.04283]'  [0.0734129 0.0171671]'  [0.131242 0.03069]' 
862706029304 [-0.357283 -0.693189]'  [0.547148 0.994814]'  [0.0228524 0.0651861]'  [0.0408536 0.116534]' 
862707029574 [-0.356736 -0.692195]'  [0.546688 0.993978]'  [0.0233119 0.0660216]'  [0.041675 0.118028]' 
862708022854 [-0.356239 -0.69125]'  [0.500487 0.950925]'  [0.0695133 0.109075]'  [0.12427 0.194996]' 
862709044574 [-0.355642 -0.690256]'  [0.583867 0.973111]'  [-0.0138665 0.0868892]'  [-0.0247894 0.155333]' 
862710113784 [-0.355095 -0.689212]'  [0.511439 0.976384]'  [0.058561 0.0836164]'  [0.104691 0.149483]' 
862711033773 [-0.354598 -0.688367]'  [0.540358 0.918609]'  [0.029642 0.141391]'  [0.0529916 0.252768]' 
862712029543 [-0.354101 -0.687373]'  [0.499235 0.99847]'  [0.0707648 0.0615297]'  [0.126508 0.109998]' 
862713030173 [-0.353604 -0.686378]'  [0.49681 0.993621]'  [0.0731896 0.0663792]'  [0.130842 0.118667]' 
862714029063 [-0.353107 -0.685334]'  [0.497676 1.04512]'  [0.0723242 0.0148808]'  [0.129295 0.0266026]' 
862715029753 [-0.352659 -0.68429]'  [0.447103 1.04324]'  [0.122897 0.0167607]'  [0.219706 0.0299634]' 
862716030203 [-0.352212 -0.683296]'  [0.44721 0.9938]'  [0.12279 0.0662004]'  [0.219514 0.118348]' 
862717030323 [-0.351665 -0.682352]'  [0.54677 0.944421]'  [0.0232299 0.115579]'  [0.0415285 0.206622]' 
862718029363 [-0.351168 -0.681407]'  [0.497601 0.945442]'  [0.0723989 0.114558]'  [0.129429 0.204797]' 
862719030143 [-0.350621 -0.680413]'  [0.54641 0.993472]'  [0.0235905 0.0665281]'  [0.0421731 0.118934]' 
862720113183 [-0.350025 -0.679319]'  [0.550809 1.00982]'  [0.0191911 0.0501837]'  [0.0343083 0.0897143]' 
862721033562 [-0.349527 -0.678325]'  [0.540129 1.08026]'  [0.029871 -0.020258]'  [0.0534009 -0.0362157]' 
862722028432 [-0.348981 -0.677281]'  [0.549655 1.04934]'  [0.0203445 0.0106577]'  [0.0363703 0.019053]' 
862723029422 [-0.348434 -0.676287]'  [0.546295 0.993263]'  [0.0237051 0.0667365]'  [0.042378 0.119306]' 
862724028672 [-0.347937 -0.675392]'  [0.497497 0.895494]'  [0.0725035 0.164506]'  [0.129616 0.294091]' 
862725028672 [-0.34739 -0.674398]'  [0.546836 0.994247]'  [0.0231643 0.0657532]'  [0.0414112 0.117548]' 
862726029032 [-0.346893 -0.673403]'  [0.496945 0.993889]'  [0.0730555 0.066111]'  [0.130603 0.118188]' 
862727029032 [-0.346396 -0.672459]'  [0.497123 0.944534]'  [0.0728766 0.115466]'  [0.130283 0.20642]' 
862728028912 [-0.345948 -0.671465]'  [0.447465 0.994366]'  [0.122535 0.0656339]'  [0.219059 0.117335]' 
862729028972 [-0.345451 -0.67052]'  [0.497094 0.944478]'  [0.0729064 0.115522]'  [0.130336 0.206521]' 
862730113062 [-0.344855 -0.669476]'  [0.550275 0.962982]'  [0.0197246 0.097018]'  [0.035262 0.173441]' 
862731033561 [-0.344357 -0.668581]'  [0.540059 0.972105]'  [0.0299414 0.0878945]'  [0.0535268 0.157131]' 
862732028611 [-0.343811 -0.667637]'  [0.549556 0.949233]'  [0.020444 0.110767]'  [0.036548 0.19802]' 
862733029721 [-0.343313 -0.666692]'  [0.496572 0.943487]'  [0.0734278 0.116513]'  [0.131268 0.208292]' 
862734029481 [-0.342717 -0.665698]'  [0.596691 0.994485]'  [-0.0266913 0.0655145]'  [-0.0477165 0.117122]' 
862735029661 [-0.34222 -0.664654]'  [0.497034 1.04377]'  [0.0729661 0.0162287]'  [0.130443 0.0290124]' 
862736029601 [-0.341723 -0.66366]'  [0.497153 0.994306]'  [0.0728468 0.0656935]'  [0.13023 0.117442]' 
862737029961 [-0.341226 -0.662715]'  [0.496945 0.944195]'  [0.0730555 0.115805]'  [0.130603 0.207028]' 
862738029091 [-0.340728 -0.661721]'  [0.497556 0.995113]'  [0.0724437 0.0648874]'  [0.129509 0.116]' 
862739029331 [-0.340231 -0.660727]'  [0.497004 0.994008]'  [0.0729959 0.0659918]'  [0.130496 0.117975]' 
862740112881 [-0.339734 -0.659583]'  [0.458791 1.05522]'  [0.111209 0.00477982]'  [0.19881 0.00854497]' 
862741033650 [-0.339287 -0.658689]'  [0.48591 0.97182]'  [0.0840898 0.0881796]'  [0.150329 0.15764]' 
862742028700 [-0.33874 -0.657694]'  [0.549556 0.999193]'  [0.020444 0.0608072]'  [0.036548 0.108706]' 
862743029360 [-0.338243 -0.65675]'  [0.496796 0.943911]'  [0.0732045 0.116089]'  [0.130869 0.207534]' 
862744028970 [-0.337696 -0.655805]'  [0.547049 0.944903]'  [0.0229509 0.115097]'  [0.0410298 0.205761]' 
862745028820 [-0.337199 -0.654811]'  [0.497198 0.994396]'  [0.072802 0.065604]'  [0.13015 0.117282]' 
862746028520 [-0.336652 -0.653866]'  [0.547 0.944818]'  [0.0230002 0.115182]'  [0.0411178 0.205913]' 
862747030140 [-0.336105 -0.652872]'  [0.545951 0.992639]'  [0.0240487 0.0673613]'  [0.0429923 0.120423]' 
862748029210 [-0.335558 -0.651878]'  [0.547345 0.995172]'  [0.0226552 0.0648277]'  [0.0405012 0.115894]' 
862749029720 [-0.335061 -0.650884]'  [0.49687 0.99374]'  [0.07313 0.06626]'  [0.130736 0.118454]' 
862750113840 [-0.334514 -0.649889]'  [0.504405 0.9171]'  [0.0655948 0.1429]'  [0.117265 0.255464]' 
862751034939 [-0.334067 -0.648945]'  [0.485736 1.02544]'  [0.0842639 0.0345571]'  [0.15064 0.0617783]' 
862752029269 [-0.33357 -0.647951]'  [0.499958 0.999916]'  [0.0700418 0.0600837]'  [0.125215 0.107413]' 
862753029809 [-0.333122 -0.646857]'  [0.44717 1.09308]'  [0.12283 -0.0330812]'  [0.219586 -0.0591399]' 
862754030589 [-0.332576 -0.645813]'  [0.54641 1.04315]'  [0.0235905 0.0168545]'  [0.0421731 0.0301311]' 
862755030019 [-0.332029 -0.644769]'  [0.547148 1.04455]'  [0.0228524 0.0154455]'  [0.0408536 0.0276121]' 
862756029809 [-0.331482 -0.643825]'  [0.546951 0.944733]'  [0.0230494 0.115267]'  [0.0412058 0.206065]' 
