   0.0000000e+00	   4.0000000e-01	
   6.9999953e-04	   3.9999980e-01	
   1.3999963e-03	   3.9999920e-01	
   2.0999874e-03	   3.9999820e-01	
   2.7999701e-03	   3.9999680e-01	
   3.4999417e-03	   3.9999500e-01	
   4.1998992e-03	   3.9999280e-01	
   4.8998399e-03	   3.9999020e-01	
   5.5997611e-03	   3.9998720e-01	
   6.2996598e-03	   3.9998380e-01	
   6.9995333e-03	   3.9998000e-01	
   7.6993789e-03	   3.9997580e-01	
   8.3991936e-03	   3.9997120e-01	
   9.0989748e-03	   3.9996620e-01	
   9.7987195e-03	   3.9996080e-01	
   1.0498425e-02	   3.9995500e-01	
   1.1198089e-02	   3.9994880e-01	
   1.1897707e-02	   3.9994221e-01	
   1.2597279e-02	   3.9993521e-01	
   1.3296799e-02	   3.9992781e-01	
   1.3996267e-02	   3.9992001e-01	
   1.4695679e-02	   3.9991181e-01	
   1.5395031e-02	   3.9990322e-01	
   1.6094323e-02	   3.9989422e-01	
   1.6793550e-02	   3.9988482e-01	
   1.7492709e-02	   3.9987503e-01	
   1.8191799e-02	   3.9986483e-01	
   1.8890816e-02	   3.9985424e-01	
   1.9589757e-02	   3.9984324e-01	
   2.0288620e-02	   3.9983185e-01	
   2.0987402e-02	   3.9982005e-01	
   2.1686100e-02	   3.9980786e-01	
   2.2384711e-02	   3.9979527e-01	
   2.3083233e-02	   3.9978228e-01	
   2.3781662e-02	   3.9976889e-01	
   2.4479997e-02	   3.9975510e-01	
   2.5178233e-02	   3.9974091e-01	
   2.5876368e-02	   3.9972632e-01	
   2.6574400e-02	   3.9971134e-01	
   2.7272326e-02	   3.9969595e-01	
   2.7970143e-02	   3.9968017e-01	
   2.8667848e-02	   3.9966399e-01	
   2.9365438e-02	   3.9964741e-01	
   3.0062910e-02	   3.9963043e-01	
   3.0760263e-02	   3.9961305e-01	
   3.1457492e-02	   3.9959527e-01	
   3.2154596e-02	   3.9957710e-01	
   3.2851571e-02	   3.9955853e-01	
   3.3548414e-02	   3.9953955e-01	
   3.4245123e-02	   3.9952018e-01	
   3.4941696e-02	   3.9950042e-01	
   3.5638128e-02	   3.9948025e-01	
   3.6334418e-02	   3.9945969e-01	
   3.7030563e-02	   3.9943873e-01	
   3.7726560e-02	   3.9941737e-01	
   3.8422405e-02	   3.9939561e-01	
   3.9118097e-02	   3.9937346e-01	
   3.9813633e-02	   3.9935090e-01	
   4.0509009e-02	   3.9932795e-01	
   4.1204223e-02	   3.9930461e-01	
   4.1899273e-02	   3.9928086e-01	
   4.2594154e-02	   3.9925672e-01	
   4.3288866e-02	   3.9923218e-01	
   4.3983404e-02	   3.9920725e-01	
   4.4677766e-02	   3.9918192e-01	
   4.5371950e-02	   3.9915619e-01	
   4.6065952e-02	   3.9913006e-01	
   4.6759770e-02	   3.9910354e-01	
   4.7453401e-02	   3.9907662e-01	
   4.8146842e-02	   3.9904931e-01	
   4.8840090e-02	   3.9902160e-01	
   4.9533143e-02	   3.9899349e-01	
   5.0225998e-02	   3.9896499e-01	
   5.0918652e-02	   3.9893609e-01	
   5.1611102e-02	   3.9890680e-01	
   5.2303346e-02	   3.9887711e-01	
   5.2995381e-02	   3.9884702e-01	
   5.3687204e-02	   3.9881654e-01	
   5.4378812e-02	   3.9878567e-01	
   5.5070202e-02	   3.9875439e-01	
   5.5761372e-02	   3.9872273e-01	
   5.6452319e-02	   3.9869067e-01	
   5.7143041e-02	   3.9865821e-01	
